City ST,City,ST,State,Lat,Lng,,,,
Auburn WA,Auburn,WA,Washington,47.3039,-122.2108,,,,
Auburn WV,Auburn,WV,West Virginia,39.0962,-80.8562,,,,
Auburn FL,Auburn,FL,Florida,30.8202,-86.5377,,,,
Auburn WY,Auburn,WY,Wyoming,42.7944,-111.0135,,,,
Auburn NJ,Auburn,NJ,New Jersey,39.7109,-75.3677,,,,
Auburn ND,Auburn,ND,North Dakota,48.5066,-97.4368,,,,
Auburn NE,Auburn,NE,Nebraska,40.3894,-95.8436,,,,
Auburn NY,Auburn,NY,New York,42.9338,-76.5684,,,,
Auburn PA,Auburn,PA,Pennsylvania,40.5948,-76.0975,,,,
Auburn CA,Auburn,CA,California,38.8948,-121.0778,,,,
Auburn AL,Auburn,AL,Alabama,32.6084,-85.4897,,,,
Auburn IL,Auburn,IL,Illinois,39.5765,-89.7441,,,,
Auburn GA,Auburn,GA,Georgia,34.0151,-83.8316,,,,
Auburn IN,Auburn,IN,Indiana,41.3666,-85.0559,,,,
Auburn IA,Auburn,IA,Iowa,42.2496,-94.8778,,,,
Auburn ME,Auburn,ME,Maine,44.085,-70.2492,,,,
Auburn OH,Auburn,OH,Ohio,39.3912,-84.7022,,,,
Auburn MI,Auburn,MI,Michigan,43.6022,-84.0758,,,,
Auburn KS,Auburn,KS,Kansas,38.9071,-95.8162,,,,
Auburn MS,Auburn,MS,Mississippi,31.3593,-90.6079,,,,
Auburn KY,Auburn,KY,Kentucky,36.8642,-86.7145,,,,
Auburn Hills MI,Auburn Hills,MI,Michigan,42.6734,-83.2447,,,,
Auburn Lake Trails CA,Auburn Lake Trails,CA,California,38.8916,-120.9849,,,,
Auburndale WI,Auburndale,WI,Wisconsin,44.6267,-90.0143,,,,
Auburndale FL,Auburndale,FL,Florida,28.0966,-81.8007,,,,
Auburntown TN,Auburntown,TN,Tennessee,35.951,-86.0972,,,,
Aucilla FL,Aucilla,FL,Florida,30.477,-83.7604,,,,
Audubon NJ,Audubon,NJ,New Jersey,39.8906,-75.0723,,,,
Audubon PA,Audubon,PA,Pennsylvania,40.1304,-75.428,,,,
Audubon IA,Audubon,IA,Iowa,41.7184,-94.9286,,,,
Audubon MN,Audubon,MN,Minnesota,46.863,-95.981,,,,
Audubon Park NJ,Audubon Park,NJ,New Jersey,39.8966,-75.0889,,,,
Audubon Park KY,Audubon Park,KY,Kentucky,38.205,-85.727,,,,
August CA,August,CA,California,37.9796,-121.2625,,,,
Augusta WI,Augusta,WI,Wisconsin,44.6784,-91.1203,,,,
Augusta WV,Augusta,WV,West Virginia,39.2954,-78.6378,,,,
Augusta NJ,Augusta,NJ,New Jersey,41.129,-74.7282,,,,
Augusta AR,Augusta,AR,Arkansas,35.2854,-91.3616,,,,
Augusta IL,Augusta,IL,Illinois,40.2309,-90.9498,,,,
Augusta GA,Augusta,GA,Georgia,33.3644,-82.0708,,,,
Augusta ME,Augusta,ME,Maine,44.3341,-69.7319,,,,
Augusta MO,Augusta,MO,Missouri,38.5684,-90.8807,,,,
Augusta MI,Augusta,MI,Michigan,42.3379,-85.3524,,,,
Augusta KS,Augusta,KS,Kansas,37.6953,-96.9909,,,,
Augusta MT,Augusta,MT,Montana,47.4893,-112.3922,,,,
Augusta KY,Augusta,KY,Kentucky,38.7723,-84.0002,,,,
Augusta Springs VA,Augusta Springs,VA,Virginia,38.108,-79.3352,,,,
Aulander NC,Aulander,NC,North Carolina,36.228,-77.1136,,,,
Aullville MO,Aullville,MO,Missouri,39.0175,-93.6779,,,,
Aulne KS,Aulne,KS,Kansas,38.2761,-97.0767,,,,
Ault CO,Ault,CO,Colorado,40.5835,-104.734,,,,
Aumsville OR,Aumsville,OR,Oregon,44.8462,-122.8698,,,,
Aura MI,Aura,MI,Michigan,46.8627,-88.3187,,,,
Aurelia IA,Aurelia,IA,Iowa,42.7131,-95.4368,,,,
Aurora WV,Aurora,WV,West Virginia,39.3254,-79.5546,,,,
Aurora TX,Aurora,TX,Texas,33.056,-97.5096,,,,
Aurora NC,Aurora,NC,North Carolina,35.303,-76.7889,,,,
Aurora NE,Aurora,NE,Nebraska,40.8643,-98.0072,,,,
Aurora NY,Aurora,NY,New York,42.7511,-76.6994,,,,
Aurora CO,Aurora,CO,Colorado,39.7085,-104.7274,,,,
Aurora IL,Aurora,IL,Illinois,41.7638,-88.2901,,,,
Aurora IN,Aurora,IN,Indiana,39.0653,-84.905,,,,
Aurora IA,Aurora,IA,Iowa,42.6201,-91.7295,,,,
Aurora OH,Aurora,OH,Ohio,41.3118,-81.345,,,,
Aurora UT,Aurora,UT,Utah,38.9201,-111.934,,,,
Aurora MO,Aurora,MO,Missouri,36.968,-93.7199,,,,
Aurora MN,Aurora,MN,Minnesota,47.531,-92.2401,,,,
Aurora KS,Aurora,KS,Kansas,39.4519,-97.5299,,,,
Aurora KY,Aurora,KY,Kentucky,36.7767,-88.1442,,,,
Aurora OR,Aurora,OR,Oregon,45.2286,-122.7572,,,,
Aurora SD,Aurora,SD,South Dakota,44.2821,-96.6866,,,,
Aurora Center SD,Aurora Center,SD,South Dakota,43.5272,-98.5894,,,,
Auroraville WI,Auroraville,WI,Wisconsin,44.0519,-88.9926,,,,
Austell GA,Austell,GA,Georgia,33.8202,-84.6453,,,,
Austin TX,Austin,TX,Texas,30.3038,-97.7545,,,,
Austin PA,Austin,PA,Pennsylvania,41.6373,-78.0903,,,,
Austin NV,Austin,NV,Nevada,39.4978,-117.0741,,,,
Austin AR,Austin,AR,Arkansas,35.0072,-91.9892,,,,
Austin IN,Austin,IN,Indiana,38.7417,-85.8118,,,,
Austin MN,Austin,MN,Minnesota,43.672,-92.9744,,,,
Austin MT,Austin,MT,Montana,46.6391,-112.2453,,,,
Austin KY,Austin,KY,Kentucky,36.8253,-86.0191,,,,
Austinburg OH,Austinburg,OH,Ohio,41.7692,-80.8556,,,,
Austintown OH,Austintown,OH,Ohio,41.0932,-80.7405,,,,
Austinville VA,Austinville,VA,Virginia,36.8512,-80.912,,,,
Austonio TX,Austonio,TX,Texas,31.1857,-95.6386,,,,
Austwell TX,Austwell,TX,Texas,28.3911,-96.8437,,,,
Autaugaville AL,Autaugaville,AL,Alabama,32.4321,-86.6582,,,,
Autryville NC,Autryville,NC,North Carolina,34.9965,-78.6412,,,,
Auvergne AR,Auvergne,AR,Arkansas,35.5137,-91.2307,,,,
Auxier KY,Auxier,KY,Kentucky,37.7356,-82.7662,,,,
Auxvasse MO,Auxvasse,MO,Missouri,39.0174,-91.8958,,,,
Ava IL,Ava,IL,Illinois,37.8886,-89.4965,,,,
Ava OH,Ava,OH,Ohio,39.8317,-81.5748,,,,
Ava MO,Ava,MO,Missouri,36.9546,-92.6661,,,,
Avalon WI,Avalon,WI,Wisconsin,42.6328,-88.8676,,,,
Avalon NJ,Avalon,NJ,New Jersey,39.0906,-74.7357,,,,
Avalon PA,Avalon,PA,Pennsylvania,40.501,-80.068,,,,
Avalon CA,Avalon,CA,California,33.3338,-118.3317,,,,
Avalon GA,Avalon,GA,Georgia,34.5027,-83.1967,,,,
Avalon MO,Avalon,MO,Missouri,39.6592,-93.4416,,,,
Avalon MS,Avalon,MS,Mississippi,33.6551,-90.0856,,,,
Avalon Beach FL,Avalon Beach,FL,Florida,30.5302,-87.1016,,,,
Avant OK,Avant,OK,Oklahoma,36.4886,-96.0599,,,,
Avard OK,Avard,OK,Oklahoma,36.6989,-98.789,,,,
Avawam KY,Avawam,KY,Kentucky,37.2245,-83.2752,,,,
Avella PA,Avella,PA,Pennsylvania,40.2737,-80.4672,,,,
Avenal CA,Avenal,CA,California,36.0312,-120.116,,,,
Avenel NJ,Avenel,NJ,New Jersey,40.5839,-74.2722,,,,
Aventura FL,Aventura,FL,Florida,25.9566,-80.1371,,,,
Avenue MD,Avenue,MD,Maryland,38.2562,-76.7677,,,,
Avera GA,Avera,GA,Georgia,33.1934,-82.5288,,,,
Averill MN,Averill,MN,Minnesota,46.9708,-96.5473,,,,
Averill Park NY,Averill Park,NY,New York,42.6361,-73.553,,,,
Avery TX,Avery,TX,Texas,33.5522,-94.7805,,,,
Avery CA,Avery,CA,California,38.1939,-120.379,,,,
Avery IA,Avery,IA,Iowa,41.0653,-92.7144,,,,
Avery OK,Avery,OK,Oklahoma,35.8842,-96.7522,,,,
Avery ID,Avery,ID,Idaho,47.2505,-115.8052,,,,
Avery Creek NC,Avery Creek,NC,North Carolina,35.4651,-82.5719,,,,
Avery Island LA,Avery Island,LA,Louisiana,29.9035,-91.9104,,,,
Avila Beach CA,Avila Beach,CA,California,35.1971,-120.7192,,,,
Avilla AR,Avilla,AR,Arkansas,34.6988,-92.5813,,,,
Avilla IN,Avilla,IN,Indiana,41.3641,-85.2344,,,,
Avilla MO,Avilla,MO,Missouri,37.1938,-94.1298,,,,
Avinger TX,Avinger,TX,Texas,32.898,-94.5533,,,,
Avis PA,Avis,PA,Pennsylvania,41.1857,-77.3167,,,,
Aviston IL,Aviston,IL,Illinois,38.6164,-89.6091,,,,
Avoca WI,Avoca,WI,Wisconsin,43.1901,-90.3261,,,,
Avoca TX,Avoca,TX,Texas,32.8657,-99.7159,,,,
Avoca NE,Avoca,NE,Nebraska,40.7965,-96.1191,,,,
Avoca NY,Avoca,NY,New York,42.4096,-77.4222,,,,
Avoca PA,Avoca,PA,Pennsylvania,41.3381,-75.7423,,,,
Avoca AR,Avoca,AR,Arkansas,36.3981,-94.0712,,,,
Avoca IN,Avoca,IN,Indiana,38.9172,-86.5557,,,,
Avoca IA,Avoca,IA,Iowa,41.4828,-95.3373,,,,
Avoca MN,Avoca,MN,Minnesota,43.949,-95.6465,,,,
Avoca MI,Avoca,MI,Michigan,43.062,-82.691,,,,
Avocado Heights CA,Avocado Heights,CA,California,34.0381,-118.0026,,,,
Avon NC,Avon,NC,North Carolina,35.3467,-75.5069,,,,
Avon NY,Avon,NY,New York,42.9129,-77.7464,,,,
Avon PA,Avon,PA,Pennsylvania,40.3429,-76.3794,,,,
Avon CO,Avon,CO,Colorado,39.6448,-106.5138,,,,
Avon AL,Avon,AL,Alabama,31.1806,-85.2795,,,,
Avon IL,Avon,IL,Illinois,40.662,-90.4351,,,,
Avon IN,Avon,IN,Indiana,39.7604,-86.3916,,,,
Avon OH,Avon,OH,Ohio,41.4485,-82.0187,,,,
Avon UT,Avon,UT,Utah,41.5355,-111.8125,,,,
Avon MN,Avon,MN,Minnesota,45.6092,-94.46,,,,
Avon MT,Avon,MT,Montana,46.6264,-112.582,,,,
Avon KY,Avon,KY,Kentucky,38.0717,-84.3185,,,,
Avon SD,Avon,SD,South Dakota,43.0052,-98.0593,,,,
Avon Heights PA,Avon Heights,PA,Pennsylvania,40.3526,-76.375,,,,
Avon Lake OH,Avon Lake,OH,Ohio,41.4945,-82.016,,,,
Avon Park FL,Avon Park,FL,Florida,27.5934,-81.5086,,,,
Avon-by-the-Sea NJ,Avon-by-the-Sea,NJ,New Jersey,40.1914,-74.0163,,,,
Avondale LA,Avondale,LA,Louisiana,29.9072,-90.1933,,,,
Avondale PA,Avondale,PA,Pennsylvania,39.8248,-75.7819,,,,
Avondale CO,Avondale,CO,Colorado,38.2351,-104.3435,,,,
Avondale AZ,Avondale,AZ,Arizona,33.3858,-112.3236,,,,
Avondale MO,Avondale,MO,Missouri,39.1546,-94.5453,,,,
Avondale Estates GA,Avondale Estates,GA,Georgia,33.7698,-84.2647,,,,
Avonia PA,Avonia,PA,Pennsylvania,42.0469,-80.2765,,,,
Avonmore PA,Avonmore,PA,Pennsylvania,40.5272,-79.4694,,,,
Avra Valley AZ,Avra Valley,AZ,Arizona,32.4195,-111.3393,,,,
Awendaw SC,Awendaw,SC,South Carolina,32.9824,-79.646,,,,
Awosting NJ,Awosting,NJ,New Jersey,41.1545,-74.3365,,,,
Axis AL,Axis,AL,Alabama,30.9295,-88.0181,,,,
Axson GA,Axson,GA,Georgia,31.2763,-82.7343,,,,
Axtell TX,Axtell,TX,Texas,31.6582,-96.9714,,,,
Axtell NE,Axtell,NE,Nebraska,40.4799,-99.1289,,,,
Axtell UT,Axtell,UT,Utah,39.0552,-111.8219,,,,
Axtell KS,Axtell,KS,Kansas,39.8713,-96.2566,,,,
Axton VA,Axton,VA,Virginia,36.6596,-79.712,,,,
Ayden NC,Ayden,NC,North Carolina,35.4697,-77.4187,,,,
Ayer MA,Ayer,MA,Massachusetts,42.5613,-71.5848,,,,
Aynor SC,Aynor,SC,South Carolina,34.0001,-79.2071,,,,
Ayr ND,Ayr,ND,North Dakota,47.0411,-97.491,,,,
Ayr NE,Ayr,NE,Nebraska,40.4383,-98.4409,,,,
Ayrshire IA,Ayrshire,IA,Iowa,43.0395,-94.8335,,,,
Azalea Park FL,Azalea Park,FL,Florida,28.5467,-81.2957,,,,
Azalia IN,Azalia,IN,Indiana,39.0917,-85.8472,,,,
Azle TX,Azle,TX,Texas,32.8954,-97.5379,,,,
Aztec NM,Aztec,NM,New Mexico,36.8189,-107.9823,,,,
Aztec AZ,Aztec,AZ,Arizona,32.8082,-113.4427,,,,
Azure MT,Azure,MT,Montana,48.305,-109.8072,,,,
Azusa CA,Azusa,CA,California,34.1386,-117.9124,,,,
Azwell WA,Azwell,WA,Washington,47.9371,-119.8765,,,,
B and E Colonia TX,B and E Colonia,TX,Texas,26.3565,-98.7537,,,,
Babb MT,Babb,MT,Montana,48.8777,-113.4408,,,,
Babbie AL,Babbie,AL,Alabama,31.3022,-86.3229,,,,
Babbitt MN,Babbitt,MN,Minnesota,47.6445,-91.9459,,,,
Babcock WI,Babcock,WI,Wisconsin,44.3044,-90.1076,,,,
Babson Park FL,Babson Park,FL,Florida,27.8342,-81.5281,,,,
Babylon NY,Babylon,NY,New York,40.6949,-73.3271,,,,
Bacavi AZ,Bacavi,AZ,Arizona,35.9236,-110.6574,,,,
Bach MI,Bach,MI,Michigan,43.6831,-83.3558,,,,
Backus MN,Backus,MN,Minnesota,46.8209,-94.5147,,,,
Backus Beach MI,Backus Beach,MI,Michigan,44.76,-83.5461,,,,
Bacliff TX,Bacliff,TX,Texas,29.5077,-94.9878,,,,
Baconton GA,Baconton,GA,Georgia,31.3804,-84.1592,,,,
Bacova VA,Bacova,VA,Virginia,38.054,-79.8437,,,,
Bacton PA,Bacton,PA,Pennsylvania,40.0568,-75.5863,,,,
Bad Axe MI,Bad Axe,MI,Michigan,43.804,-82.9984,,,,
Baden PA,Baden,PA,Pennsylvania,40.6396,-80.2228,,,,
Baden GA,Baden,GA,Georgia,30.7174,-83.5652,,,,
Baden MD,Baden,MD,Maryland,38.6719,-76.7428,,,,
Badger WA,Badger,WA,Washington,46.2001,-119.3595,,,,
Badger CA,Badger,CA,California,36.6313,-119.0132,,,,
Badger IA,Badger,IA,Iowa,42.6141,-94.1446,,,,
Badger MN,Badger,MN,Minnesota,48.7767,-96.0212,,,,
Badger SD,Badger,SD,South Dakota,44.4855,-97.2079,,,,
Badin NC,Badin,NC,North Carolina,35.4072,-80.1184,,,,
Bagdad FL,Bagdad,FL,Florida,30.5824,-87.0447,,,,
Bagdad AZ,Bagdad,AZ,Arizona,34.5771,-113.1771,,,,
Bagdad KY,Bagdad,KY,Kentucky,38.2623,-85.0577,,,,
Baggs WY,Baggs,WY,Wyoming,41.0345,-107.6574,,,,
Bagley WI,Bagley,WI,Wisconsin,42.9011,-91.0972,,,,
Bagley IA,Bagley,IA,Iowa,41.8464,-94.4303,,,,
Bagley MN,Bagley,MN,Minnesota,47.524,-95.4042,,,,
Bagnell MO,Bagnell,MO,Missouri,38.2294,-92.6053,,,,
Bagtown MD,Bagtown,MD,Maryland,39.583,-77.6139,,,,
Bagwell TX,Bagwell,TX,Texas,33.6621,-95.1608,,,,
Bahama NC,Bahama,NC,North Carolina,36.166,-78.8767,,,,
Baidland PA,Baidland,PA,Pennsylvania,40.1888,-79.9533,,,,
Baie de Wasai MI,Baie de Wasai,MI,Michigan,46.4614,-84.2448,,,,
Bailey TX,Bailey,TX,Texas,33.4336,-96.1651,,,,
Bailey NC,Bailey,NC,North Carolina,35.7805,-78.1129,,,,
Bailey CO,Bailey,CO,Colorado,39.4055,-105.4733,,,,
Bailey MS,Bailey,MS,Mississippi,32.4676,-88.7228,,,,
Bailey Lake OH,Bailey Lake,OH,Ohio,40.9492,-82.3571,,,,
Bailey Prairie TX,Bailey Prairie,TX,Texas,29.1524,-95.4977,,,,
Baileys Crossroads VA,Baileys Crossroads,VA,Virginia,38.8477,-77.1306,,,,
Baileys Harbor WI,Baileys Harbor,WI,Wisconsin,45.0659,-87.133,,,,
Baileyton TN,Baileyton,TN,Tennessee,36.3303,-82.8289,,,,
Baileyton AL,Baileyton,AL,Alabama,34.2609,-86.6082,,,,
Baileyville PA,Baileyville,PA,Pennsylvania,40.711,-77.9924,,,,
Baileyville IL,Baileyville,IL,Illinois,42.1972,-89.5934,,,,
Baileyville KS,Baileyville,KS,Kansas,39.8419,-96.1828,,,,
Bainbridge NY,Bainbridge,NY,New York,42.2974,-75.4808,,,,
Bainbridge PA,Bainbridge,PA,Pennsylvania,40.0915,-76.6581,,,,
Bainbridge GA,Bainbridge,GA,Georgia,30.9046,-84.5722,,,,
Bainbridge IN,Bainbridge,IN,Indiana,39.7616,-86.8117,,,,
Bainbridge OH,Bainbridge,OH,Ohio,39.2265,-83.2695,,,,
Bainbridge Island WA,Bainbridge Island,WA,Washington,47.6439,-122.5434,,,,
Bains LA,Bains,LA,Louisiana,30.8307,-91.3868,,,,
Bainville MT,Bainville,MT,Montana,48.1394,-104.2197,,,,
Baird TX,Baird,TX,Texas,32.396,-99.3962,,,,
Baird MS,Baird,MS,Mississippi,33.4251,-90.5834,,,,
Bairdford PA,Bairdford,PA,Pennsylvania,40.6279,-79.8816,,,,
Bairdstown OH,Bairdstown,OH,Ohio,41.1711,-83.6072,,,,
Bairoil WY,Bairoil,WY,Wyoming,42.2372,-107.5611,,,,
Baiting Hollow NY,Baiting Hollow,NY,New York,40.9645,-72.7402,,,,
Baker WV,Baker,WV,West Virginia,39.0418,-78.7447,,,,
Baker FL,Baker,FL,Florida,30.7971,-86.6813,,,,
Baker LA,Baker,LA,Louisiana,30.5833,-91.1578,,,,
Baker ND,Baker,ND,North Dakota,48.1606,-99.6476,,,,
Baker CA,Baker,CA,California,35.2769,-116.0717,,,,
Baker NV,Baker,NV,Nevada,39.0149,-114.1233,,,,
Baker IL,Baker,IL,Illinois,41.5556,-88.8112,,,,
Baker OK,Baker,OK,Oklahoma,36.8695,-101.0179,,,,
Baker ID,Baker,ID,Idaho,45.0946,-113.7345,,,,
Baker MO,Baker,MO,Missouri,36.7734,-89.7616,,,,
Baker MN,Baker,MN,Minnesota,46.7105,-96.5579,,,,
Baker MT,Baker,MT,Montana,46.3645,-104.2729,,,,
Baker City OR,Baker City,OR,Oregon,44.7749,-117.832,,,,
Baker Hill AL,Baker Hill,AL,Alabama,31.7769,-85.2955,,,,
Bakers Mill FL,Bakers Mill,FL,Florida,30.5797,-82.9393,,,,
Bakersfield TX,Bakersfield,TX,Texas,30.8913,-102.2979,,,,
Bakersfield CA,Bakersfield,CA,California,35.3528,-119.0354,,,,
Bakersfield MO,Bakersfield,MO,Missouri,36.5238,-92.1442,,,,
Bakerstown PA,Bakerstown,PA,Pennsylvania,40.6528,-79.9408,,,,
Bakerstown Station PA,Bakerstown Station,PA,Pennsylvania,40.6553,-79.9726,,,,
Bakersville NJ,Bakersville,NJ,New Jersey,40.2748,-74.7063,,,,
Bakersville NC,Bakersville,NC,North Carolina,36.0153,-82.1584,,,,
Bakersville MD,Bakersville,MD,Maryland,39.5148,-77.757,,,,
Bakerton PA,Bakerton,PA,Pennsylvania,40.6028,-78.7447,,,,
Bal Harbour FL,Bal Harbour,FL,Florida,25.8935,-80.1258,,,,
Bala KS,Bala,KS,Kansas,39.3097,-96.9497,,,,
Bala-Cynwyd PA,Bala-Cynwyd,PA,Pennsylvania,40.0076,-75.2341,,,,
Balance Rock CA,Balance Rock,CA,California,35.8061,-118.652,,,,
Balaton MN,Balaton,MN,Minnesota,44.2331,-95.8707,,,,
Balch Springs TX,Balch Springs,TX,Texas,32.7194,-96.615,,,,
Balcom IL,Balcom,IL,Illinois,37.4131,-89.2062,,,,
Balcones Heights TX,Balcones Heights,TX,Texas,29.4899,-98.5502,,,,
Bald Creek NC,Bald Creek,NC,North Carolina,35.9121,-82.4226,,,,
Bald Eagle MN,Bald Eagle,MN,Minnesota,45.1019,-93.0138,,,,
Bald Head Island NC,Bald Head Island,NC,North Carolina,33.866,-77.9864,,,,
Bald Knob WV,Bald Knob,WV,West Virginia,37.8709,-81.6357,,,,
Bald Knob AR,Bald Knob,AR,Arkansas,35.3122,-91.5706,,,,
Baldwin WI,Baldwin,WI,Wisconsin,44.9543,-92.3708,,,,
Baldwin FL,Baldwin,FL,Florida,30.3051,-81.9737,,,,
Baldwin LA,Baldwin,LA,Louisiana,29.8388,-91.5522,,,,
Baldwin ND,Baldwin,ND,North Dakota,47.0267,-100.7496,,,,
Baldwin NY,Baldwin,NY,New York,40.6635,-73.6104,,,,
Baldwin PA,Baldwin,PA,Pennsylvania,40.3691,-79.9668,,,,
Baldwin IL,Baldwin,IL,Illinois,38.1838,-89.8451,,,,
Baldwin GA,Baldwin,GA,Georgia,34.4864,-83.5492,,,,
Baldwin IA,Baldwin,IA,Iowa,42.0732,-90.8385,,,,
Baldwin MD,Baldwin,MD,Maryland,39.4948,-76.4702,,,,
Baldwin MI,Baldwin,MI,Michigan,43.8971,-85.853,,,,
Baldwin City KS,Baldwin City,KS,Kansas,38.7782,-95.188,,,,
Baldwin Harbor NY,Baldwin Harbor,NY,New York,40.6296,-73.6026,,,,
Baldwin Park CA,Baldwin Park,CA,California,34.0829,-117.972,,,,
Baldwin Park MO,Baldwin Park,MO,Missouri,38.7939,-94.2469,,,,
Baldwinsville NY,Baldwinsville,NY,New York,43.157,-76.3318,,,,
Baldwinville MA,Baldwinville,MA,Massachusetts,42.6049,-72.0771,,,,
Baldwyn MS,Baldwyn,MS,Mississippi,34.5071,-88.6416,,,,
Balfour NC,Balfour,NC,North Carolina,35.3494,-82.4825,,,,
Balfour ND,Balfour,ND,North Dakota,47.9518,-100.5343,,,,
Balko OK,Balko,OK,Oklahoma,36.63,-100.6849,,,,
Ball LA,Ball,LA,Louisiana,31.4188,-92.4084,,,,
Ball Club MN,Ball Club,MN,Minnesota,47.3311,-93.9461,,,,
Ball Ground GA,Ball Ground,GA,Georgia,34.3419,-84.3622,,,,
Ballantine MT,Ballantine,MT,Montana,45.9512,-108.1428,,,,
Ballard CA,Ballard,CA,California,34.634,-120.1156,,,,
Ballard UT,Ballard,UT,Utah,40.2949,-109.9493,,,,
Ballard MO,Ballard,MO,Missouri,38.3614,-94.1433,,,,
Ballardvale MA,Ballardvale,MA,Massachusetts,42.6251,-71.1606,,,,
Ballenger Creek MD,Ballenger Creek,MD,Maryland,39.3807,-77.4206,,,,
Ballentine SC,Ballentine,SC,South Carolina,34.1243,-81.2373,,,,
Ballico CA,Ballico,CA,California,37.4519,-120.7037,,,,
Ballinger TX,Ballinger,TX,Texas,31.7394,-99.9559,,,,
Ballou OK,Ballou,OK,Oklahoma,36.1421,-95.1998,,,,
Ballplay AL,Ballplay,AL,Alabama,34.0179,-85.7852,,,,
Ballston Spa NY,Ballston Spa,NY,New York,43.0068,-73.8524,,,,
Balltown IA,Balltown,IA,Iowa,42.6372,-90.87,,,,
Balltown KY,Balltown,KY,Kentucky,37.7387,-85.5063,,,,
Ballville OH,Ballville,OH,Ohio,41.3269,-83.1368,,,,
Ballwin MO,Ballwin,MO,Missouri,38.5949,-90.5501,,,,
Bally PA,Bally,PA,Pennsylvania,40.4004,-75.5875,,,,
Balm FL,Balm,FL,Florida,27.7542,-82.2882,,,,
Balmorhea TX,Balmorhea,TX,Texas,30.984,-103.7438,,,,
Balmville NY,Balmville,NY,New York,41.5281,-74.0234,,,,
Balsam NC,Balsam,NC,North Carolina,35.4268,-83.0851,,,,
Balsam Lake WI,Balsam Lake,WI,Wisconsin,45.4584,-92.4529,,,,
Balta ND,Balta,ND,North Dakota,48.1666,-100.0369,,,,
Baltic CT,Baltic,CT,Connecticut,41.614,-72.0866,,,,
Baltic OH,Baltic,OH,Ohio,40.4443,-81.7019,,,,
Baltic SD,Baltic,SD,South Dakota,43.7603,-96.737,,,,
Baltimore MD,Baltimore,MD,Maryland,39.3051,-76.6144,,,,
Baltimore OH,Baltimore,OH,Ohio,39.8459,-82.6048,,,,
Baltimore Highlands MD,Baltimore Highlands,MD,Maryland,39.2355,-76.6367,,,,
Bamberg SC,Bamberg,SC,South Carolina,33.2995,-81.0323,,,,
Bammel TX,Bammel,TX,Texas,30.0069,-95.4636,,,,
Bancroft WI,Bancroft,WI,Wisconsin,44.3093,-89.5071,,,,
Bancroft WV,Bancroft,WV,West Virginia,38.5107,-81.8418,,,,
Bancroft LA,Bancroft,LA,Louisiana,30.5652,-93.6855,,,,
Bancroft NE,Bancroft,NE,Nebraska,42.0104,-96.5733,,,,
Bancroft IA,Bancroft,IA,Iowa,43.2927,-94.2175,,,,
Bancroft ID,Bancroft,ID,Idaho,42.72,-111.8827,,,,
Bancroft MI,Bancroft,MI,Michigan,42.8767,-84.0661,,,,
Bancroft KY,Bancroft,KY,Kentucky,38.2832,-85.613,,,,
Bancroft SD,Bancroft,SD,South Dakota,44.4895,-97.7505,,,,
Bandana KY,Bandana,KY,Kentucky,37.1447,-88.9418,,,,
Bandera TX,Bandera,TX,Texas,29.7253,-99.074,,,,
Bandera Falls TX,Bandera Falls,TX,Texas,29.6772,-98.9634,,,,
Bandon OR,Bandon,OR,Oregon,43.1142,-124.4158,,,,
Baneberry TN,Baneberry,TN,Tennessee,36.0469,-83.2784,,,,
Bangor WA,Bangor,WA,Washington,47.7209,-122.746,,,,
Bangor WI,Bangor,WI,Wisconsin,43.8919,-90.9889,,,,
Bangor PA,Bangor,PA,Pennsylvania,40.8679,-75.208,,,,
Bangor CA,Bangor,CA,California,39.3761,-121.4117,,,,
Bangor AL,Bangor,AL,Alabama,33.9745,-86.7567,,,,
Bangor ME,Bangor,ME,Maine,44.8322,-68.7906,,,,
Bangor MI,Bangor,MI,Michigan,42.312,-86.1133,,,,
Bangs TX,Bangs,TX,Texas,31.7161,-99.1303,,,,
Banida ID,Banida,ID,Idaho,42.231,-111.9425,,,,
Bank Lick KY,Bank Lick,KY,Kentucky,38.9098,-84.5797,,,,
Banks AL,Banks,AL,Alabama,31.8132,-85.8364,,,,
Banks AR,Banks,AR,Arkansas,33.5759,-92.2671,,,,
Banks ID,Banks,ID,Idaho,44.0778,-116.1278,,,,
Banks MS,Banks,MS,Mississippi,34.8259,-90.2298,,,,
Banks OR,Banks,OR,Oregon,45.6145,-123.1114,,,,
Banks Springs LA,Banks Springs,LA,Louisiana,32.0764,-92.085,,,,
Bankston IA,Bankston,IA,Iowa,42.5073,-90.9613,,,,
Banner WY,Banner,WY,Wyoming,44.6014,-106.8653,,,,
Banner AR,Banner,AR,Arkansas,35.6417,-91.8315,,,,
Banner IL,Banner,IL,Illinois,40.5126,-89.9157,,,,
Banner MS,Banner,MS,Mississippi,34.0887,-89.3848,,,,
Banner Elk NC,Banner Elk,NC,North Carolina,36.1588,-81.8677,,,,
Banner Hill TN,Banner Hill,TN,Tennessee,36.1223,-82.4202,,,,
Bannertown NC,Bannertown,NC,North Carolina,36.4857,-80.5901,,,,
Banning CA,Banning,CA,California,33.946,-116.8992,,,,
Bannock OH,Bannock,OH,Ohio,40.1043,-80.9757,,,,
Bannockburn IL,Bannockburn,IL,Illinois,42.1933,-87.8698,,,,
Banquete TX,Banquete,TX,Texas,27.8007,-97.7972,,,,
Bantam CT,Bantam,CT,Connecticut,41.7247,-73.2422,,,,
