,Date Submitted,Date of Sighting,City,ST,Short Description
3130,12/10/2018,11/7/2018,Ashville , OH,{cak} Orangish round lights sighted that came on dimmed another came one and a 3rd
3131,11/12/2018,11/7/2018,South Bloomfield, OH,{cak} Saw three yellowish white lights move in blink .Then saw a second object.
3132,11/7/2018,11/7/2018,Ontario, OR,{jpg} Flew through they sky with no sound
3133,11/13/2018,11/7/2018,Morrisville, PA,{cak} Briefly witness two balls of light flying parallel to each other from south to north over my head. Traveling at high speed and without noise.
3134,11/8/2018,11/7/2018,Lacey, WA,{jpg} Driving home from work when green light shot out in front of my car and hovered for maybe a couple seconds and then vanished I then felt like a body  does after passing out and my whole body felt like jelly and I spaced for a second and forgot I
3135,11/9/2018,11/8/2018,Selma, CA,{dr}I was driving home from school it was around 840 850 pm that's when I saw a white flash in the sky then a streak like if it was move at light speeds
3136,11/9/2018,11/8/2018,Ruston, LA,"{dr}group of about 10 objects flew in boomerang shape formation west to east back and forth, with sudden formation change inflight."
3137,11/8/2018,11/8/2018,Freetown, MA,"{jpg} Saw glowing light hover, then move in a stuttering way"
3138,11/11/2018,11/8/2018,Cary, NC,"{cak} Very large squashed-diamond shape object with non-blinking lights hover above tree line, the moved extremely slowly below tree line. Neighbor also saw it."
3139,11/8/2018,11/8/2018,Kingston, NH,{jpg} Driving home. Saw from far away very bright lights. Stopped to look and chevron shaped craft flew right above my car. It made no noise at all.
3140,11/19/2018,11/8/2018,Allentown, PA,{rjl} The ufo was white was hovering and then fell slowly in two different locations
3141,11/9/2018,11/8/2018,dover, PA,{dr}While working on an awning an object came into my vision which was strange looking and seemed to be under its own power. Was only 100 feet or so away. Had no definite shape and looked transparent.
3142,11/9/2018,11/8/2018,Grandview, WA,{dr}Black triangle silent large craft
3143,11/9/2018,11/9/2018,Los Angeles, CA,{dr}Orb shinning bright above the skyline
3144,11/12/2018,11/9/2018,Tujunga, CA,{cak} Flying through the sky rapidly changing directions.
3145,11/10/2018,11/9/2018,Yucaipa, CA,"{dr}So I'm watching this red light in the sky about 8:00 ish. It flew erratically then became two. It disappeared after that Have no idea what it was. If it was a drone, cant figure the split into two."
3146,11/10/2018,11/9/2018,Yucca Valley, CA,{dr}Object moved quickly at high altitude and made a u turn
3147,11/15/2018,11/9/2018,Lake wales, FL,{cak} Just throwing this out there. I am convinced it was unidentifiable in my eyes.
3148,11/11/2018,11/9/2018,Titusville, FL,{cak} one Disc flying in and out of low dark cloud joined by several disc appeared to cloud hop staying with my car for at least 1 hour before disappearing
3149,11/13/2018,11/9/2018,Indianapolis , IN,{cak} Bright light circled gliding through sky ... orb like
3150,11/10/2018,11/9/2018,Chaska, MN,{dr}Three separate lights traveling high speed
3151,11/10/2018,11/9/2018,Woodbury, MN,"{dr}I saw hazy, faint, swirling green light in front of my car as I was driving."
3152,11/18/2018,11/9/2018,Springfield , MO,"{rjl} Large triangle shaped craft, appeared translucent with lights along the front. Was very large and fast"
3153,12/24/2018,11/9/2018,Belfield, ND,{tjd} I witnessed 4-6
3154,11/10/2018,11/9/2018,Cloudcroft, NM,{dr}Grey sphere captured on video.
3155,11/10/2018,11/9/2018,Bellville, TX,{dr}3 bright lights in triangle
3156,11/10/2018,11/9/2018,North Richland Hills , TX,"{dr}On Friday, November 18th, 2018, at 4:09 pm in North Richland Hills Texas, I was exiting my car and noticed a bright light in the sky to the south. It caught my eye because it was colored-- sort of like a rainbow--but the colors didn't show in photo"
3157,1/5/2019,11/10/2018,Mandeville, LA,{dr}Noticed a large object over the lake moving at high speed too low for plane SW in direction
3158,11/10/2018,11/10/2018,Lonsdale, MN,{dr}Black triangle Five dull white lights on under side. Flew silently from NW to SE.
3159,11/10/2018,11/10/2018,Pipestone, MN,{dr}was outside around 5 am when I noticed a broad V shaped object (similar to a boomerang) upper in the south sky. It was a semi-cloudy morning. The object seemed translucent with no lights. It may have been the sun rise causing this affect. very fast.
3160,11/15/2018,11/10/2018,Atlantic City, NJ,{cak} We're driving down New Jersey Parkway south from Massachusetts heading towards Atlantic City my nephew in the back passenger seat asked me what that was pointing to sky? I saw it just hovered there so I filmed it from front passenger seat
3161,11/11/2018,11/10/2018,Skaneateles, NY,"{cak} zigzagging, then strait, and when I stood and stared at it, it stopped and it's like it stared back. I looked away at my dog, looked by to sky and it was gone . I looked north and saw it zooming away. It saw me, we had a moment and I'm scared."
3162,11/10/2018,11/10/2018,Welches, OR,{dr}Found strange light in photo
3163,11/11/2018,11/10/2018,Shamokin , PA,{cak} No sound slow moving
3164,1/6/2019,11/10/2018,Sioux Falls, SD,{cak} Mid day high altitude hover over Sioux Falls
3165,11/16/2018,11/10/2018,Vancouver, WA,{cak} Bright red/orange light in the sky that moved oddly
3166,11/11/2018,11/11/2018,Delray Beach, FL,{cak} It appeared to be a stationary light in the sky. It just seemed out of place. It wasn't until I looked at a couple of the pictures that I could see edges to the object.
3167,11/17/2018,11/11/2018,Margate, FL,{cak} Light beam that cuts through day light sky. Only happens on mornings when whatever it is has a clear visibility of the sun. Reporters cast it off as a reflection of a water tower. I think it's coming from the Gulf of Mexico.
3168,12/18/2018,11/11/2018,Perry, GA,{rjl} video captured by Spartan trail camera 10 miles S. of Robin's AFB. 7 sec loop. no wind or fog
3169,11/18/2018,11/11/2018,Jefferson City, MO,"{rjl} Rapid E, abrupt direction change S, then lowered appendages/landing gear?, spun, then took off S."
3170,11/12/2018,11/11/2018,Mason, OH,"{cak} Many orbs flying just above the cloud cover, some merge"
3171,11/11/2018,11/11/2018,Phoenix, OR,"{cak} 5 military helicopters flying over, small glowing object fell slowly, then hovered"
3172,11/12/2018,11/11/2018,West Linn, OR,{cak} The sienna type colors that were on this (3) had 3 black circle patterns built into it
3173,11/28/2018,11/11/2018,Rimersburg, PA,{tjd} Silent boomerang shaped slightly transparent object moving slow and low SE
3174,11/15/2018,11/11/2018,Beaver, UT,{cak} It had two domes on it and what appeared to be tanks underneath.
3175,11/11/2018,11/11/2018,Taylorsville, UT,"{cak} Huge black triangular shape flying pretty close over my house, no lights no sound almost looked like night camouflage, moved very quickly towards the west desert area"
3176,11/13/2018,11/12/2018,Phoenix, AZ,{cak} 4 lights traveling from west to east like landing in angle 45degree
3177,11/15/2018,11/12/2018,Twentynine Palms, CA,{cak} White egg shape with strobe lights moving from side top to other side bottom. moved slowly towards east
3178,11/12/2018,11/12/2018,Delray Beach, FL,{cak} Pretty much identical to yesterday's sighting but after spending most of the day going over the pictures/videos I have a much better ability to accurately describe what this vehicle looks like and how it appears to operate
3179,11/13/2018,11/12/2018,Naples, FL,{cak} About 8 glowing Boomerang UFOs flying and formed what looked like the big/little dipper before just disappearing
3180,11/16/2018,11/12/2018,Safety Harbor, FL,{cak} It was mostly hovering with some movement to the left of position
3181,11/12/2018,11/12/2018,Elk River, MN,{cak} Was playing game on my computer with my window cracked open and was annoyed by a humming buzz. Looked out my window saw a large smooth ship with blinking lights that was too low to the ground to be a plane slowly fly by over the course of 20 seconds
3182,1/8/2019,11/12/2018,Harrisburg , PA,{cak} Two separate events in the same location with contact and sores
3183,1/10/2019,11/12/2018,Mossyrock, WA,{cak} a windy day so I filmed to show my husband what he was missing at home since he was hunting in Montana. Wind was blowing from East when from the North a green glowing ball blew in landed out of sight of camera then bounced back in from the South
3184,11/15/2018,11/13/2018,Westlake Village, CA,{cak} I saw a UFO inadvertently captured on video during a live news broadcast.
3185,11/13/2018,11/13/2018,Virginia Beach, VA,{cak} They have been communicating with me for several months and watching me.
3186,12/7/2018,11/14/2018,Canton, MI,{jpg} Three lights shift into triangle.
3187,11/14/2018,11/14/2018,Gibraltar, MI,{cak} First seemed very bright and close like giant star then thru telescope looked like silhouette of disc glowing orange and blue light
3188,11/17/2018,11/14/2018,Ballwin, MO,"{cak} On November 14, 2018, I saw sudden brightening in the sky for around 11 minutes and it disappeared very rapidly. Took picture from my iPhone."
3189,11/16/2018,11/14/2018,Independence , MO,"{cak} My girlfriend and I witnessed a streetlight size bright white light from a mile away suddenly appearing and descending (faster than object falling) straight down and disappearing before hitting ground, and without a tail trail..."
3190,11/14/2018,11/14/2018,Raton Pass, NM,{cak} Hovered and slowly flew out of atmosphere
3191,11/14/2018,11/14/2018,Caroga Lake, NY,{cak} UFO Event over Caroga Lake NY
3192,11/15/2018,11/14/2018,Pearisburg, VA,{cak} Sky glowing red for approximately 15 seconds then several flashes of white light with no sound
3193,11/19/2018,11/14/2018,Reedsburg, WI,{rjl} bright white light that changed colors and shapes
3194,11/15/2018,11/14/2018,Kemmerer, WY,"{cak} It may have landed on mountain, ascended, flared up, expanded, then moved with increasing speed"
3195,11/16/2018,11/15/2018,El Mirage , AZ,"{cak} I went out to my backyard at 10:00 pm with binoculars to look for any of the Leonid meteor shower, as I scanned the sky's I noticed a red glow coming from the north in a direct line north to south. No noise and it was casting a red glow ."
3196,11/15/2018,11/15/2018,Las Vegas, NV,{cak} 3 lights floating down like leave's that left a trail of yellow lights & seem to wisp up or around before falling again
3197,12/9/2018,11/15/2018,Canyon Lake, TX,{cak} Saw Contrail northeast of Canyon Lake going straight up
3198,12/20/2018,11/15/2018,Everett, WA,{rjl} Pulled up to stop light & saw people pointing@ sky. Took out cellphone camera & took pic
3199,11/15/2018,11/15/2018,Edgerton, WI,{cak} The flying lights flew across in no particular formation and sped north-west.
3200,11/15/2018,11/15/2018,Edgerton, WI,{cak} Lights coming through a clearing. I have a video so please I quire
3201,11/16/2018,11/16/2018,Pocatello , ID,{cak} I saw what looked to be flashing like a high up plane would but moving in a very odd way. Changing directions often and quickly
3202,11/17/2018,11/16/2018,Danville, KY,{cak} Dark triangular craft with orange lights
3203,12/20/2018,11/16/2018,Lysander, NY,{rjl} Peaceful slow flyby through low cloud break followed by counter directional spacetime experiences
3204,11/16/2018,11/16/2018,Friendswood, TX,{cak} jet chasing object on descending angle. Viewed jet returning headed west away from Houston.
3205,11/16/2018,11/16/2018,Katy, TX,"{cak} 4 or 5 star-like objects following each other at night, extremely high speeds, pulsating/flashing lights, very bright."
3206,11/16/2018,11/16/2018,Sugar Land, TX,{cak} A very bright light traveled through the sky then disappeared instantly
3207,11/16/2018,11/16/2018,Suffolk, VA,{cak} The object could move in any direction with a good amount of speed.
3208,11/17/2018,11/16/2018,Grayland, WA,{cak} area shaped burning on fire possible mile long upper atmosphere slowly to ocean
3209,11/16/2018,11/16/2018,Antigo, WI,{cak} areal observation of several objects I believe to be craft
3210,11/17/2018,11/17/2018,Claremont, CA,"{cak} While driving westbound, my daughter saw the 3 objects in front of us traveling from the north to south. She briefly recorded them"
3211,11/18/2018,11/17/2018,Staten Island, NY,"{rjl} A flame like glowing orb flies over Staten Island, New York"
3212,12/13/2018,11/17/2018,Albany, OR,"{cak} I woke up kicking my legs, they disappeared, I jumped from my bed and opened front entry door to see their craft"
3213,11/19/2018,11/17/2018,Tacoma, WA,{rjl} Fast moving triangle of diffused large diffused lights moving in a northbound direction at a fast rate of speed
3214,11/18/2018,11/18/2018,mobile, AL,{rjl}it silently glided across the sky
3215,11/19/2018,11/18/2018,North Phoenix, AZ,"{rjl} During the Leonid meteor shower, just before dawn. I was in the backyard of our North Phoenix home, and noticed a strange blinking light."
3216,11/25/2018,11/18/2018,Lithia-Keysville , FL,{tjd} Glowing craft over treetops makes almost complete square shape before taking off
3217,11/29/2018,11/18/2018,Taunton, MA,Glowing circular/disc spinning. Bright white light and it got brighter randomly.
3218,11/29/2018,11/18/2018,Taunton , MA,Bright white circular/disc shape object.
3219,11/18/2018,11/18/2018,Jackson, MI,{rjl} 2 parallel lights shot through the sky like a shooting star yet it wasn't dark out yet and the beams were parallel rectangles.
3220,12/2/2018,11/18/2018,Bloomville, OH,{jpg} I never observed a ship.
3221,11/22/2018,11/18/2018,Albany, OR,{rjl} Bright Orange Object Moves Across the Sky then emits an
3222,11/19/2018,11/18/2018,Ashland, OR,"{rjl} Looked like a star, but sky to bright for stars. It teleported away after looking away"
3223,1/6/2019,11/18/2018,Northlake, TX,{cak} Object angled decent to ground -gets larger and changes color
3224,11/19/2018,11/19/2018,Tucson, AZ,"{rjl} Outside @0445 with dog. Looked to east, above Rincon mtn range, brilliant white light hovering"
